filename,category,width,height,prompt
creatures/feuillon.png,creature,512,512,"small adorable creature resembling a baby deer with large leaf-shaped ears, bright lime green fur, big round black eyes with white highlight, tiny button nose, plump round body, sitting pose, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/broutard.png,creature,512,512,"stocky small bull-like creature with short curved brown horns, warm chestnut brown fur, thick sturdy legs, peaceful grazing expression, big amber eyes, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/boussin.png,creature,512,512,"round fluffy pink creature with tiny flower blossoms growing from its back and head, like a living garden, soft pastel pink fur, joyful expression, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/flottin.png,creature,512,512,"small otter-like aquatic creature, cyan and white fur, webbed paws, water droplets on coat, whiskers, playful expression, fins on tail, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/mellior.png,creature,512,512,"small bear-bee hybrid creature, fuzzy golden yellow and black stripes, small rounded wings that shimmer, antenna with ball tips, carries tiny pollen sacs, cute and round, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/rampex.png,creature,512,512,"stocky badger-like forest creature, dark brown with silver stripe down back, strong claws for digging, calm forest dweller look, mossy fur texture, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/gribou.png,creature,512,512,"mysterious small creature resembling a cross between an owl and a mushroom, deep purple fur, glowing spores on its cap, wide luminous amber eyes, nocturnal atmosphere, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft moonlight, 4K, no text, no watermark"
creatures/crochon.png,creature,512,512,"rotund armadillo-like creature, grey stone-textured armor plating, small stubby legs, gentle expression, curls into ball, rock-like scales, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft natural lighting, 4K, no text, no watermark"
creatures/scorpilou.png,creature,512,512,"small scorpion-lizard hybrid creature, burnt orange and black, segmented tail with glowing stinger, sharp claws, alert predatory stance, desert coloring, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic desert lighting, 4K, no text, no watermark"
creatures/griffax.png,creature,512,512,"compact dark grey eagle-cat hybrid, folded feathered wings, razor talons, piercing yellow eyes, battle-ready posture, storm cloud coloring, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic lighting, 4K, no text, no watermark"
creatures/sirpio.png,creature,512,512,"elegant small sea serpent, iridescent green scales, flowing fin crests, hypnotic eyes, coiled graceful pose, aquatic shimmer effect, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft aquatic lighting, 4K, no text, no watermark"
creatures/stalagor.png,creature,512,512,"crystal deer creature, icy blue crystalline antlers that glow, semi-transparent body with inner light, graceful and ethereal, nocturnal cave dweller, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic crystal backlighting, 4K, no text, no watermark"
creatures/dunor.png,creature,512,512,"powerful sand lion creature, burnt orange mane made of hardened sand spikes, amber eyes, desert warrior aesthetic, cracked dry earth texture on fur, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic desert lighting, 4K, no text, no watermark"
creatures/rughor.png,creature,512,512,"massive bear-wolverine hybrid, dark chocolate brown thick fur, battle scars, enormous curved claws, intimidating but majestic, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic forest lighting, 4K, no text, no watermark"
creatures/venomoth.png,creature,512,512,"large moth creature with intricate deep purple and black wing patterns, skull motif on wings, toxic green eyes, bioluminescent patterns, eerie beauty, wings spread wide, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic moonlight, 4K, no text, no watermark"
creatures/aquilon.png,creature,512,512,"majestic leviathan-like sea dragon, cyan and deep blue iridescent scales, flowing whiskers, ocean current around body, ancient and powerful, glowing patterns, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, epic underwater lighting, 4K, no text, no watermark"
creatures/lumios.png,creature,512,512,"radiant deer-like creature made of living light and golden energy, soft glowing body, sun rays emanating from antlers, graceful and divine, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, divine golden lighting, 4K, no text, no watermark"
creatures/feulot.png,creature,512,512,"elegant hybrid of fish and feline, cyan and emerald scales, cat-like face with whiskers, flowing fins like a betta fish tail, bioluminescent spots, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, aquatic glow lighting, 4K, no text, no watermark"
creatures/sylvax.png,creature,512,512,"powerful wolf-raptor hybrid, forest green and steel grey, razor feathered crest, mix of scales and fur, apex predator stance, eyes like amber flame, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic forest lighting, 4K, no text, no watermark"
creatures/toxaris.png,creature,512,512,"venomous panther-scorpion hybrid, deep purple and vivid orange markings, bioluminescent toxic patterns on skin, coiled dangerous pose, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic dark lighting with toxic glow, 4K, no text, no watermark"
creatures/terrak.png,creature,512,512,"ancient tortoise-elephant hybrid, living moss and stone shell on back, gentle giant, small trees growing from shell, earth elemental feel, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, soft forest lighting, 4K, no text, no watermark"
creatures/draknoir.png,creature,512,512,"fearsome obsidian dragon, dark purple and black scales with inner magma glow in the cracks, massive wings spread, ancient and terrifying, purple fire breath, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, dramatic dark infernal lighting, 4K, no text, no watermark"
creatures/celestin.png,creature,512,512,"transcendent celestial whale-dragon, white and cyan with galaxy patterns on skin, stars visible inside translucent body, cosmic and otherworldly, flowing divine light trails, full body visible, isolated on transparent background, painterly realistic game creature, ultra detailed, cosmic nebula lighting, 4K, no text, no watermark"
habitats/wood_burrow.png,habitat,512,512,"cozy wooden burrow entrance built into a grassy mound, rounded timber door, moss-covered roof, warm amber light glowing from inside, small and charming, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
habitats/leaf_nest.png,habitat,512,512,"large woven nest made of giant tropical leaves and branches, elevated among tree roots, soft green ambient light, intricate weaving detail, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
habitats/covered_pool.png,habitat,512,512,"natural stone pool with elegant wooden arched roof, crystal clear water, lily pads floating, gentle waterfall trickle, mossy stones, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
habitats/predators_den.png,habitat,512,512,"dark ominous cave entrance reinforced with bones and animal skulls, glowing red eyes visible inside shadow, claw marks carved into stone walls, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, dramatic dark lighting, 4K, no text, no watermark"
habitats/rock_cave.png,habitat,512,512,"natural cave carved into a massive boulder, rough stone texture, blue crystal formations glowing inside, sturdy wooden gate at entrance, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
habitats/night_sanctuary.png,habitat,512,512,"elegant dark stone shrine with bioluminescent blue runes carved into it, crescent moon symbol above door, fireflies floating around, deep purple-blue atmosphere, mystical and serene, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
habitats/palace_of_rares.png,habitat,512,512,"grand ornate ancient temple with gold and jade accents, towering stone columns, magical golden particle effects floating around, majestic and epic, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, divine lighting, 4K, no text, no watermark"
habitats/communal_camp.png,habitat,512,512,"large rustic camp with multiple small wooden huts around a central stone fire pit, hanging rope lanterns, warm inviting amber glow, cozy wilderness atmosphere, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/warehouse.png,building,512,512,"sturdy wooden and stone warehouse building, large reinforced double doors, resource crates stacked outside, organized and solid construction, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/transformer.png,building,512,512,"steampunk-style stone and copper machine building, pipes and gears on exterior, glowing furnace window, steam venting, resource transformation theme, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/nursery.png,building,512,512,"charming small nursery building with round windows, soft warm light inside, tiny eggs and seedlings visible through glass, gentle and nurturing atmosphere, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/breeding_hut.png,building,512,512,"cozy thatched-roof breeding hut, heart motifs carved on door, flower garlands hanging, romantic warm glow inside, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/laboratory.png,building,512,512,"mysterious alchemist laboratory tower, bubbling colorful potions visible through arched windows, ivy-covered ancient stone, magical energy arcs at top, tall and imposing, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/aquarium.png,building,512,512,"large beautiful glass aquarium building, exotic tropical fish and sea creatures clearly visible inside, glowing blue water, ornate copper metal frame, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/vivarium.png,building,512,512,"exotic vivarium greenhouse building, large glass dome, tropical plants and creatures visible inside, warm humid atmosphere, wooden and glass construction, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/market.png,building,512,512,"lively open-air market stall building, colorful hanging banners, wooden display tables with goods, lanterns overhead, welcoming and busy feel, isometric 3/4 view, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/palisade.png,building,256,256,"single sharpened wooden palisade fence post, mossy base, realistic wood grain texture, defensive and sturdy, isolated on transparent background, painterly realistic game asset, ultra detailed, natural lighting, 4K, no text, no watermark"
buildings/bait_trap.png,building,256,256,"clever wooden bait trap with a small door and bait food visible inside, rustic craftsmanship, rope mechanism, forest floor setting, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
buildings/watchtower.png,building,256,512,"tall wooden watchtower, rope ladder on side, glowing lantern at top platform, panoramic view platform with railing, sturdy construction, isolated on transparent background, painterly realistic game building, ultra detailed, 4K, no text, no watermark"
buildings/guardian_totem.png,building,256,512,"carved ancient wooden totem pole with layered animal faces, glowing amber runes, colorful feathers tied to it, spiritual and protective aura, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/berry_bush_seed.png,plant,256,256,"tiny berry bush seed on dark rich soil, single small seed with cracked shell, first signs of sprouting, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/berry_bush_sprout.png,plant,256,256,"small berry bush sprout, two tiny green leaves emerging, fragile and young, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/berry_bush_growing.png,plant,256,256,"growing berry bush, several branches with small green leaves, a few unripe berries beginning to form, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/berry_bush_mature.png,plant,256,256,"lush mature berry bush loaded with deep shiny purple berries, rich green leaves, thorny branches, botanically realistic, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/sunbloom_seed.png,plant,256,256,"sunbloom flower seed, plump golden seed with tiny sun marking, on soil, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/sunbloom_sprout.png,plant,256,256,"sunbloom sprout, small yellow-green stem with two tiny round leaves, cheerful, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/sunbloom_growing.png,plant,256,256,"growing sunbloom plant, tall stem with large leaves, flower bud forming at top, warm golden glow beginning, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/sunbloom_mature.png,plant,256,256,"tall mature sunbloom, large radiant golden sunflower-like bloom, glowing pollen particles floating around it, warm sunny divine aura, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/fern_frond_seed.png,plant,256,256,"fern spore pod, small round dark green capsule, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/fern_frond_sprout.png,plant,256,256,"fern sprout, single curled fiddlehead emerging from soil, fresh vivid green, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/fern_frond_growing.png,plant,256,256,"growing fern, several unfurling fronds, lush medium green, dew drops on leaves, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/fern_frond_mature.png,plant,256,256,"large mature tropical fern, cascading rich green layered fronds, morning dew drops, dense and lush, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/moon_lily_seed.png,plant,256,256,"moon lily seed, small silver luminescent seed, faint blue glow, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/moon_lily_sprout.png,plant,256,256,"moon lily sprout, pale silvery stem with two small glowing leaves, nocturnal atmosphere, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/moon_lily_growing.png,plant,256,256,"growing moon lily, elegant pale stem, closed bud glowing softly blue-white, magical realism, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/moon_lily_mature.png,plant,256,256,"ethereal mature moon lily, large white lily with bioluminescent blue glowing edges, nocturnal magical flower, soft light emission, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/rock_moss_seed.png,plant,256,256,"tiny rock moss spore, microscopic green-grey capsule on stone, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/rock_moss_sprout.png,plant,256,256,"rock moss sprout, thin thread-like green filaments on grey stone, barely visible crystals forming, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/rock_moss_growing.png,plant,256,256,"growing rock moss, thick emerald green moss patch on stone cluster, small crystal shards emerging, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/rock_moss_mature.png,plant,256,256,"mature rock moss, thick lush emerald moss covering stone, sparkling crystal formations growing from it, gemstone-like minerals, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/glowshroom_seed.png,plant,256,256,"glowshroom spore, tiny luminescent purple speck, faint glow, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/glowshroom_sprout.png,plant,256,256,"glowshroom sprout, tiny purple mushroom pin emerging from dark soil, faint bioluminescent glow, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/glowshroom_growing.png,plant,256,256,"growing glowshroom, small cluster of purple glowing mushrooms, cyan spores floating, dark forest floor, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
plants/glowshroom_mature.png,plant,256,256,"mature glowshroom cluster, large bioluminescent mushrooms in purple and cyan, spores drifting upward like fireflies, dark magical atmosphere, isolated on transparent background, painterly realistic game asset, ultra detailed, 4K, no text, no watermark"
resources/seeds.png,resource,256,256,"small handful of plant seeds tied in a tiny burlap pouch, some seeds spilling out, natural earthy tones, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/wicker.png,resource,256,256,"bundle of woven wicker reeds tied with twine, natural straw color, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/pollen.png,resource,256,256,"small glowing golden pollen cloud in a glass vial, sparkling particles, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/honey.png,resource,256,256,"small clay pot overflowing with golden honey, honeycomb piece inside, dripping sides, warm amber glow, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/wood.png,resource,256,256,"bundle of cut timber logs with bark, tied with rope, realistic wood grain, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/mushrooms.png,resource,256,256,"small bundle of wild forest mushrooms, varied caps, earthy and fresh, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/ore.png,resource,256,256,"rough chunk of metallic ore with glinting mineral veins, heavy and raw, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/crystals.png,resource,256,256,"deep blue translucent gem cluster, magical inner glow, sharp faceted surfaces, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/venom.png,resource,256,256,"dark green swirling toxic liquid in a sealed glass vial, ominous glow, drip on the outside, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/gold_sand.png,resource,256,256,"small leather pouch of glittering gold dust with gold particles spilling, warm sparkle, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/feathers.png,resource,256,256,"bundle of exotic iridescent feathers tied together with cord, rich colors, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/fur.png,resource,256,256,"soft luxurious fur pelt, rich warm dark brown, thick and premium, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/rare_toxin.png,resource,256,256,"ornate dark purple vial of rare glowing toxin, skull emblem on stopper, sinister beauty, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/purified_water.png,resource,256,256,"crystal clear water in a pristine glass flask, perfectly pure, light refracting beautifully, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/scales.png,resource,256,256,"iridescent fish and reptile scales in a small pile, shimmering blue-green, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/pearl.png,resource,256,256,"luminous perfect white pearl with soft pink iridescent shimmer, inner glow, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/light_essence.png,resource,256,256,"swirling ball of pure golden light energy, divine rays emanating, warm and powerful, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/dark_soul.png,resource,256,256,"swirling dark purple void orb, wisps of shadow energy, eerie and powerful, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/berries.png,resource,256,256,"cluster of fresh deep purple berries on a small sprig, shiny and ripe, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/sun_pollen.png,resource,256,256,"golden glowing pollen dust in a small open jar, sunlight sparkling through, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/fibers.png,resource,256,256,"bundle of natural plant fibers, twisted and green, tied at center, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/moon_dew.png,resource,256,256,"silver luminescent dew droplets in a small moonstone bowl, ethereal glow, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/crystal_dust.png,resource,256,256,"fine sparkling crystal powder in a small pouch, blue and silver shimmer, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/glow_spores.png,resource,256,256,"glowing bioluminescent spores floating in a sealed glass jar, purple and cyan light, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/meat.png,resource,256,256,"fresh raw meat cut on a simple wooden board, rich red, realistic, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/lure.png,resource,256,256,"handcrafted animal lure made of feathers and bait, tied on a string, hunter craft aesthetic, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
resources/fish.png,resource,256,256,"fresh whole fish, silvery scales, caught and ready, game inventory icon, isolated on transparent background, painterly realistic, ultra detailed, 4K, no text"
